id,name,slug,type,name_with_type,code,parent_code,path,path_with_type
1136,Quảng Hòa,quang-hoa,xa,Xã Quảng Hòa,19105,458,"Quảng Hòa, Ba Đồn, Quảng Bình","Xã Quảng Hòa, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1137,Quảng Phong,quang-phong,phuong,Phường Quảng Phong,19078,458,"Quảng Phong, Ba Đồn, Quảng Bình","Phường Quảng Phong, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1138,Quảng Thọ,quang-tho,phuong,Phường Quảng Thọ,19066,458,"Quảng Thọ, Ba Đồn, Quảng Bình","Phường Quảng Thọ, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1139,Quảng Văn,quang-van,xa,Xã Quảng Văn,19099,458,"Quảng Văn, Ba Đồn, Quảng Bình","Xã Quảng Văn, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1140,Quảng Tiên,quang-tien,xa,Xã Quảng Tiên,19069,458,"Quảng Tiên, Ba Đồn, Quảng Bình","Xã Quảng Tiên, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1141,Quảng Phúc,quang-phuc,phuong,Phường Quảng Phúc,19102,458,"Quảng Phúc, Ba Đồn, Quảng Bình","Phường Quảng Phúc, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1142,Quảng Thủy,quang-thuy,xa,Xã Quảng Thủy,19096,458,"Quảng Thủy, Ba Đồn, Quảng Bình","Xã Quảng Thủy, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1143,Quảng Tân,quang-tan,xa,Xã Quảng Tân,19084,458,"Quảng Tân, Ba Đồn, Quảng Bình","Xã Quảng Tân, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1144,Quảng Hải,quang-hai,xa,Xã Quảng Hải,19087,458,"Quảng Hải, Ba Đồn, Quảng Bình","Xã Quảng Hải, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1145,Quảng Trung,quang-trung,xa,Xã Quảng Trung,19075,458,"Quảng Trung, Ba Đồn, Quảng Bình","Xã Quảng Trung, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1146,Quảng Thuận,quang-thuan,phuong,Phường Quảng Thuận,19081,458,"Quảng Thuận, Ba Đồn, Quảng Bình","Phường Quảng Thuận, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1147,Quảng Long,quang-long,phuong,Phường Quảng Long,19060,458,"Quảng Long, Ba Đồn, Quảng Bình","Phường Quảng Long, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1148,Quảng Lộc,quang-loc,xa,Xã Quảng Lộc,19093,458,"Quảng Lộc, Ba Đồn, Quảng Bình","Xã Quảng Lộc, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1149,Quảng Sơn,quang-son,xa,Xã Quảng Sơn,19090,458,"Quảng Sơn, Ba Đồn, Quảng Bình","Xã Quảng Sơn, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1150,Ba Đồn,ba-don,phuong,Phường Ba Đồn,19009,458,"Ba Đồn, Ba Đồn, Quảng Bình","Phường Ba Đồn, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1151,Quảng Minh,quang-minh,xa,Xã Quảng Minh,19108,458,"Quảng Minh, Ba Đồn, Quảng Bình","Xã Quảng Minh, Thị xã Ba Đồn, Tỉnh Quảng Bình"
1152,Đồng Hới,dong-hoi,thanh-pho,Thành Phố Đồng Hới,450,44,"Đồng Hới, Quảng Bình","Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1153,Quang Phú,quang-phu,xa,Xã Quang Phú,18883,450,"Quang Phú, Đồng Hới, Quảng Bình","Xã Quang Phú, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1154,Đồng Mỹ,dong-my,phuong,Phường Đồng Mỹ,18862,450,"Đồng Mỹ, Đồng Hới, Quảng Bình","Phường Đồng Mỹ, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1155,Thuận Đức,thuan-duc,xa,Xã Thuận Đức,18895,450,"Thuận Đức, Đồng Hới, Quảng Bình","Xã Thuận Đức, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1156,Phú Hải,phu-hai,phuong,Phường Phú Hải,18874,450,"Phú Hải, Đồng Hới, Quảng Bình","Phường Phú Hải, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1157,Hải Thành,hai-thanh,phuong,Phường Hải Thành,18853,450,"Hải Thành, Đồng Hới, Quảng Bình","Phường Hải Thành, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1158,Lộc Ninh,loc-ninh,xa,Xã Lộc Ninh,18886,450,"Lộc Ninh, Đồng Hới, Quảng Bình","Xã Lộc Ninh, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1159,Đức Ninh Đông,duc-ninh-dong,phuong,Phường Đức Ninh Đông,18880,450,"Đức Ninh Đông, Đồng Hới, Quảng Bình","Phường Đức Ninh Đông, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1160,Nghĩa Ninh,nghia-ninh,xa,Xã Nghĩa Ninh,18892,450,"Nghĩa Ninh, Đồng Hới, Quảng Bình","Xã Nghĩa Ninh, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1161,Đồng Sơn,dong-son,phuong,Phường Đồng Sơn,18871,450,"Đồng Sơn, Đồng Hới, Quảng Bình","Phường Đồng Sơn, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1162,Bắc Lý,bac-ly,phuong,Phường Bắc Lý,18859,450,"Bắc Lý, Đồng Hới, Quảng Bình","Phường Bắc Lý, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1163,Nam Lý,nam-ly,phuong,Phường Nam Lý,18865,450,"Nam Lý, Đồng Hới, Quảng Bình","Phường Nam Lý, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1164,Đức Ninh,duc-ninh,xa,Xã Đức Ninh,18898,450,"Đức Ninh, Đồng Hới, Quảng Bình","Xã Đức Ninh, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1165,Bắc Nghĩa,bac-nghia,phuong,Phường Bắc Nghĩa,18877,450,"Bắc Nghĩa, Đồng Hới, Quảng Bình","Phường Bắc Nghĩa, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1166,Đồng Phú,dong-phu,phuong,Phường Đồng Phú,18856,450,"Đồng Phú, Đồng Hới, Quảng Bình","Phường Đồng Phú, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1167,Bảo Ninh,bao-ninh,xa,Xã Bảo Ninh,18889,450,"Bảo Ninh, Đồng Hới, Quảng Bình","Xã Bảo Ninh, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1168,Hải Đình,hai-dinh,phuong,Phường Hải Đình,18868,450,"Hải Đình, Đồng Hới, Quảng Bình","Phường Hải Đình, Thành Phố Đồng Hới, Tỉnh Quảng Bình"
1169,Hà Nội,ha-noi,thanh-pho,Thành phố Hà Nội,01,0,,
1170,Ba Vì,ba-vi,huyen,Huyện Ba Vì,271,01,"Ba Vì, Hà Nội","Huyện Ba Vì, Thành phố Hà Nội"
1171,Tây Đằng,tay-dang,thi-tran,Thị trấn Tây Đằng,09619,271,"Tây Đằng, Ba Vì, Hà Nội","Thị trấn Tây Đằng, Huyện Ba Vì, Thành phố Hà Nội"
1172,Châu Sơn,chau-son,xa,Xã Châu Sơn,09637,271,"Châu Sơn, Ba Vì, Hà Nội","Xã Châu Sơn, Huyện Ba Vì, Thành phố Hà Nội"
1173,Phú Sơn,phu-son,xa,Xã Phú Sơn,09658,271,"Phú Sơn, Ba Vì, Hà Nội","Xã Phú Sơn, Huyện Ba Vì, Thành phố Hà Nội"
1174,Đông Quang,dong-quang,xa,Xã Đông Quang,09679,271,"Đông Quang, Ba Vì, Hà Nội","Xã Đông Quang, Huyện Ba Vì, Thành phố Hà Nội"
1175,Khánh Thượng,khanh-thuong,xa,Xã Khánh Thượng,09712,271,"Khánh Thượng, Ba Vì, Hà Nội","Xã Khánh Thượng, Huyện Ba Vì, Thành phố Hà Nội"
1176,Vạn Thắng,van-thang,xa,Xã Vạn Thắng,09634,271,"Vạn Thắng, Ba Vì, Hà Nội","Xã Vạn Thắng, Huyện Ba Vì, Thành phố Hà Nội"
1177,Đồng Thái,dong-thai,xa,Xã Đồng Thái,09655,271,"Đồng Thái, Ba Vì, Hà Nội","Xã Đồng Thái, Huyện Ba Vì, Thành phố Hà Nội"
1178,Sơn Đà,son-da,xa,Xã Sơn Đà,09676,271,"Sơn Đà, Ba Vì, Hà Nội","Xã Sơn Đà, Huyện Ba Vì, Thành phố Hà Nội"
1179,Tản Hồng,tan-hong,xa,Xã Tản Hồng,09631,271,"Tản Hồng, Ba Vì, Hà Nội","Xã Tản Hồng, Huyện Ba Vì, Thành phố Hà Nội"
1180,Ba Trại,ba-trai,xa,Xã Ba Trại,09697,271,"Ba Trại, Ba Vì, Hà Nội","Xã Ba Trại, Huyện Ba Vì, Thành phố Hà Nội"
1181,Thái Hòa,thai-hoa,xa,Xã Thái Hòa,09652,271,"Thái Hòa, Ba Vì, Hà Nội","Xã Thái Hòa, Huyện Ba Vì, Thành phố Hà Nội"
1182,Cẩm Lĩnh,cam-linh,xa,Xã Cẩm Lĩnh,09673,271,"Cẩm Lĩnh, Ba Vì, Hà Nội","Xã Cẩm Lĩnh, Huyện Ba Vì, Thành phố Hà Nội"
1183,Tản Lĩnh,tan-linh,xa,Xã Tản Lĩnh,09694,271,"Tản Lĩnh, Ba Vì, Hà Nội","Xã Tản Lĩnh, Huyện Ba Vì, Thành phố Hà Nội"
1184,Tòng Bạt,tong-bat,xa,Xã Tòng Bạt,09670,271,"Tòng Bạt, Ba Vì, Hà Nội","Xã Tòng Bạt, Huyện Ba Vì, Thành phố Hà Nội"
1185,Thuần Mỹ,thuan-my,xa,Xã Thuần Mỹ,09691,271,"Thuần Mỹ, Ba Vì, Hà Nội","Xã Thuần Mỹ, Huyện Ba Vì, Thành phố Hà Nội"
1186,Yên Bài,yen-bai,xa,Xã Yên Bài,09709,271,"Yên Bài, Ba Vì, Hà Nội","Xã Yên Bài, Huyện Ba Vì, Thành phố Hà Nội"
1187,Vân Hòa,van-hoa,xa,Xã Vân Hòa,09706,271,"Vân Hòa, Ba Vì, Hà Nội","Xã Vân Hòa, Huyện Ba Vì, Thành phố Hà Nội"
1188,Cổ Đô,co-do,xa,Xã Cổ Đô,09628,271,"Cổ Đô, Ba Vì, Hà Nội","Xã Cổ Đô, Huyện Ba Vì, Thành phố Hà Nội"
1189,Phú Châu,phu-chau,xa,Xã Phú Châu,09649,271,"Phú Châu, Ba Vì, Hà Nội","Xã Phú Châu, Huyện Ba Vì, Thành phố Hà Nội"
1190,Ba Vì,ba-vi,xa,Xã Ba Vì,09703,271,"Ba Vì, Ba Vì, Hà Nội","Xã Ba Vì, Huyện Ba Vì, Thành phố Hà Nội"
1191,Phú Cường,phu-cuong,xa,Xã Phú Cường,09625,271,"Phú Cường, Ba Vì, Hà Nội","Xã Phú Cường, Huyện Ba Vì, Thành phố Hà Nội"
1192,Phú Phương,phu-phuong,xa,Xã Phú Phương,09646,271,"Phú Phương, Ba Vì, Hà Nội","Xã Phú Phương, Huyện Ba Vì, Thành phố Hà Nội"
1193,Chu Minh,chu-minh,xa,Xã Chu Minh,09667,271,"Chu Minh, Ba Vì, Hà Nội","Xã Chu Minh, Huyện Ba Vì, Thành phố Hà Nội"
1194,Minh Quang,minh-quang,xa,Xã Minh Quang,09700,271,"Minh Quang, Ba Vì, Hà Nội","Xã Minh Quang, Huyện Ba Vì, Thành phố Hà Nội"
1195,Cam Thượng,cam-thuong,xa,Xã Cam Thượng,09688,271,"Cam Thượng, Ba Vì, Hà Nội","Xã Cam Thượng, Huyện Ba Vì, Thành phố Hà Nội"
1196,Phú Đông,phu-dong,xa,Xã Phú Đông,09643,271,"Phú Đông, Ba Vì, Hà Nội","Xã Phú Đông, Huyện Ba Vì, Thành phố Hà Nội"
1197,Vật Lại,vat-lai,xa,Xã Vật Lại,09664,271,"Vật Lại, Ba Vì, Hà Nội","Xã Vật Lại, Huyện Ba Vì, Thành phố Hà Nội"
1198,Thụy An,thuy-an,xa,Xã Thụy An,09685,271,"Thụy An, Ba Vì, Hà Nội","Xã Thụy An, Huyện Ba Vì, Thành phố Hà Nội"
1199,Phong Vân,phong-van,xa,Xã Phong Vân,09640,271,"Phong Vân, Ba Vì, Hà Nội","Xã Phong Vân, Huyện Ba Vì, Thành phố Hà Nội"
1200,Minh Châu,minh-chau,xa,Xã Minh Châu,09661,271,"Minh Châu, Ba Vì, Hà Nội","Xã Minh Châu, Huyện Ba Vì, Thành phố Hà Nội"
1201,Tiên Phong,tien-phong,xa,Xã Tiên Phong,09682,271,"Tiên Phong, Ba Vì, Hà Nội","Xã Tiên Phong, Huyện Ba Vì, Thành phố Hà Nội"
1202,Mê Linh,me-linh,huyen,Huyện Mê Linh,250,01,"Mê Linh, Hà Nội","Huyện Mê Linh, Thành phố Hà Nội"
1203,Quang Minh,quang-minh,thi-tran,Thị trấn Quang Minh,08989,250,"Quang Minh, Mê Linh, Hà Nội","Thị trấn Quang Minh, Huyện Mê Linh, Thành phố Hà Nội"
1204,Liên Mạc,lien-mac,xa,Xã Liên Mạc,08998,250,"Liên Mạc, Mê Linh, Hà Nội","Xã Liên Mạc, Huyện Mê Linh, Thành phố Hà Nội"
1205,Kim Hoa,kim-hoa,xa,Xã Kim Hoa,08977,250,"Kim Hoa, Mê Linh, Hà Nội","Xã Kim Hoa, Huyện Mê Linh, Thành phố Hà Nội"
1206,Đại Thịnh,dai-thinh,xa,Xã Đại Thịnh,08974,250,"Đại Thịnh, Mê Linh, Hà Nội","Xã Đại Thịnh, Huyện Mê Linh, Thành phố Hà Nội"
1207,Tiền Phong,tien-phong,xa,Xã Tiền Phong,09019,250,"Tiền Phong, Mê Linh, Hà Nội","Xã Tiền Phong, Huyện Mê Linh, Thành phố Hà Nội"
1208,Tự Lập,tu-lap,xa,Xã Tự Lập,08986,250,"Tự Lập, Mê Linh, Hà Nội","Xã Tự Lập, Huyện Mê Linh, Thành phố Hà Nội"
1209,Tiến Thịnh,tien-thinh,xa,Xã Tiến Thịnh,09007,250,"Tiến Thịnh, Mê Linh, Hà Nội","Xã Tiến Thịnh, Huyện Mê Linh, Thành phố Hà Nội"
1210,Tiến Thắng,tien-thang,xa,Xã Tiến Thắng,08983,250,"Tiến Thắng, Mê Linh, Hà Nội","Xã Tiến Thắng, Huyện Mê Linh, Thành phố Hà Nội"
1211,Chi Đông,chi-dong,thi-tran,Thị trấn Chi Đông,08973,250,"Chi Đông, Mê Linh, Hà Nội","Thị trấn Chi Đông, Huyện Mê Linh, Thành phố Hà Nội"
1212,Tam Đồng,tam-dong,xa,Xã Tam Đồng,08995,250,"Tam Đồng, Mê Linh, Hà Nội","Xã Tam Đồng, Huyện Mê Linh, Thành phố Hà Nội"
1213,Hoàng Kim,hoang-kim,xa,Xã Hoàng Kim,09016,250,"Hoàng Kim, Mê Linh, Hà Nội","Xã Hoàng Kim, Huyện Mê Linh, Thành phố Hà Nội"
1214,Thanh Lâm,thanh-lam,xa,Xã Thanh Lâm,08992,250,"Thanh Lâm, Mê Linh, Hà Nội","Xã Thanh Lâm, Huyện Mê Linh, Thành phố Hà Nội"
1215,Chu Phan,chu-phan,xa,Xã Chu Phan,09004,250,"Chu Phan, Mê Linh, Hà Nội","Xã Chu Phan, Huyện Mê Linh, Thành phố Hà Nội"
1216,Văn Khê,van-khe,xa,Xã Văn Khê,09013,250,"Văn Khê, Mê Linh, Hà Nội","Xã Văn Khê, Huyện Mê Linh, Thành phố Hà Nội"
1217,Thạch Đà,thach-da,xa,Xã Thạch Đà,08980,250,"Thạch Đà, Mê Linh, Hà Nội","Xã Thạch Đà, Huyện Mê Linh, Thành phố Hà Nội"
1218,Vạn Yên,van-yen,xa,Xã Vạn Yên,09001,250,"Vạn Yên, Mê Linh, Hà Nội","Xã Vạn Yên, Huyện Mê Linh, Thành phố Hà Nội"
1219,Tráng Việt,trang-viet,xa,Xã Tráng Việt,09022,250,"Tráng Việt, Mê Linh, Hà Nội","Xã Tráng Việt, Huyện Mê Linh, Thành phố Hà Nội"
1220,Mê Linh,me-linh,xa,Xã Mê Linh,09010,250,"Mê Linh, Mê Linh, Hà Nội","Xã Mê Linh, Huyện Mê Linh, Thành phố Hà Nội"
1221,Phúc Thọ,phuc-tho,huyen,Huyện Phúc Thọ,272,01,"Phúc Thọ, Hà Nội","Huyện Phúc Thọ, Thành phố Hà Nội"
1222,Vân Hà,van-ha,xa,Xã Vân Hà,09718,272,"Vân Hà, Phúc Thọ, Hà Nội","Xã Vân Hà, Huyện Phúc Thọ, Thành phố Hà Nội"
1223,Võng Xuyên,vong-xuyen,xa,Xã Võng Xuyên,09739,272,"Võng Xuyên, Phúc Thọ, Hà Nội","Xã Võng Xuyên, Huyện Phúc Thọ, Thành phố Hà Nội"
1224,Xuân Phú,xuan-phu,xa,Xã Xuân Phú,09727,272,"Xuân Phú, Phúc Thọ, Hà Nội","Xã Xuân Phú, Huyện Phúc Thọ, Thành phố Hà Nội"
1225,Phúc Thọ,phuc-tho,thi-tran,Thị trấn Phúc Thọ,09715,272,"Phúc Thọ, Phúc Thọ, Hà Nội","Thị trấn Phúc Thọ, Huyện Phúc Thọ, Thành phố Hà Nội"
1226,Thượng Cốc,thuong-coc,xa,Xã Thượng Cốc,09748,272,"Thượng Cốc, Phúc Thọ, Hà Nội","Xã Thượng Cốc, Huyện Phúc Thọ, Thành phố Hà Nội"
1227,Cẩm Đình,cam-dinh,xa,Xã Cẩm Đình,09736,272,"Cẩm Đình, Phúc Thọ, Hà Nội","Xã Cẩm Đình, Huyện Phúc Thọ, Thành phố Hà Nội"
1228,Phụng Thượng,phung-thuong,xa,Xã Phụng Thượng,09769,272,"Phụng Thượng, Phúc Thọ, Hà Nội","Xã Phụng Thượng, Huyện Phúc Thọ, Thành phố Hà Nội"
1229,Vân Nam,van-nam,xa,Xã Vân Nam,09724,272,"Vân Nam, Phúc Thọ, Hà Nội","Xã Vân Nam, Huyện Phúc Thọ, Thành phố Hà Nội"
1230,Thanh Đa,thanh-da,xa,Xã Thanh Đa,09757,272,"Thanh Đa, Phúc Thọ, Hà Nội","Xã Thanh Đa, Huyện Phúc Thọ, Thành phố Hà Nội"
1231,Long Xuyên,long-xuyen,xa,Xã Long Xuyên,09745,272,"Long Xuyên, Phúc Thọ, Hà Nội","Xã Long Xuyên, Huyện Phúc Thọ, Thành phố Hà Nội"
1232,Hiệp Thuận,hiep-thuan,xa,Xã Hiệp Thuận,09778,272,"Hiệp Thuận, Phúc Thọ, Hà Nội","Xã Hiệp Thuận, Huyện Phúc Thọ, Thành phố Hà Nội"
1233,Sen Chiểu,sen-chieu,xa,Xã Sen Chiểu,09733,272,"Sen Chiểu, Phúc Thọ, Hà Nội","Xã Sen Chiểu, Huyện Phúc Thọ, Thành phố Hà Nội"
1234,Ngọc Tảo,ngoc-tao,xa,Xã Ngọc Tảo,09766,272,"Ngọc Tảo, Phúc Thọ, Hà Nội","Xã Ngọc Tảo, Huyện Phúc Thọ, Thành phố Hà Nội"
1235,Vân Phúc,van-phuc,xa,Xã Vân Phúc,09721,272,"Vân Phúc, Phúc Thọ, Hà Nội","Xã Vân Phúc, Huyện Phúc Thọ, Thành phố Hà Nội"
1236,Tích Giang,tich-giang,xa,Xã Tích Giang,09754,272,"Tích Giang, Phúc Thọ, Hà Nội","Xã Tích Giang, Huyện Phúc Thọ, Thành phố Hà Nội"
1237,Thọ Lộc,tho-loc,xa,Xã Thọ Lộc,09742,272,"Thọ Lộc, Phúc Thọ, Hà Nội","Xã Thọ Lộc, Huyện Phúc Thọ, Thành phố Hà Nội"
1238,Tam Hiệp,tam-hiep,xa,Xã Tam Hiệp,09775,272,"Tam Hiệp, Phúc Thọ, Hà Nội","Xã Tam Hiệp, Huyện Phúc Thọ, Thành phố Hà Nội"
1239,Phương Độ,phuong-do,xa,Xã Phương Độ,09730,272,"Phương Độ, Phúc Thọ, Hà Nội","Xã Phương Độ, Huyện Phúc Thọ, Thành phố Hà Nội"
1240,Phúc Hòa,phuc-hoa,xa,Xã Phúc Hòa,09763,272,"Phúc Hòa, Phúc Thọ, Hà Nội","Xã Phúc Hòa, Huyện Phúc Thọ, Thành phố Hà Nội"
1241,Hát Môn,hat-mon,xa,Xã Hát Môn,09751,272,"Hát Môn, Phúc Thọ, Hà Nội","Xã Hát Môn, Huyện Phúc Thọ, Thành phố Hà Nội"
1242,Tam Thuấn,tam-thuan,xa,Xã Tam Thuấn,09772,272,"Tam Thuấn, Phúc Thọ, Hà Nội","Xã Tam Thuấn, Huyện Phúc Thọ, Thành phố Hà Nội"
1243,Trạch Mỹ Lộc,trach-my-loc,xa,Xã Trạch Mỹ Lộc,09760,272,"Trạch Mỹ Lộc, Phúc Thọ, Hà Nội","Xã Trạch Mỹ Lộc, Huyện Phúc Thọ, Thành phố Hà Nội"
1244,Liên Hiệp,lien-hiep,xa,Xã Liên Hiệp,09781,272,"Liên Hiệp, Phúc Thọ, Hà Nội","Xã Liên Hiệp, Huyện Phúc Thọ, Thành phố Hà Nội"
1245,Đan Phượng,dan-phuong,huyen,Huyện Đan Phượng,273,01,"Đan Phượng, Hà Nội","Huyện Đan Phượng, Thành phố Hà Nội"
1246,Liên Trung,lien-trung,xa,Xã Liên Trung,09808,273,"Liên Trung, Đan Phượng, Hà Nội","Xã Liên Trung, Huyện Đan Phượng, Thành phố Hà Nội"
1247,Song Phượng,song-phuong,xa,Xã Song Phượng,09829,273,"Song Phượng, Đan Phượng, Hà Nội","Xã Song Phượng, Huyện Đan Phượng, Thành phố Hà Nội"
1248,Tân Hội,tan-hoi,xa,Xã Tân Hội,09817,273,"Tân Hội, Đan Phượng, Hà Nội","Xã Tân Hội, Huyện Đan Phượng, Thành phố Hà Nội"
1249,Hạ Mỗ,ha-mo,xa,Xã Hạ Mỗ,09805,273,"Hạ Mỗ, Đan Phượng, Hà Nội","Xã Hạ Mỗ, Huyện Đan Phượng, Thành phố Hà Nội"
1250,Đồng Tháp,dong-thap,xa,Xã Đồng Tháp,09826,273,"Đồng Tháp, Đan Phượng, Hà Nội","Xã Đồng Tháp, Huyện Đan Phượng, Thành phố Hà Nội"
1251,Thượng Mỗ,thuong-mo,xa,Xã Thượng Mỗ,09814,273,"Thượng Mỗ, Đan Phượng, Hà Nội","Xã Thượng Mỗ, Huyện Đan Phượng, Thành phố Hà Nội"
1252,Liên Hà,lien-ha,xa,Xã Liên Hà,09802,273,"Liên Hà, Đan Phượng, Hà Nội","Xã Liên Hà, Huyện Đan Phượng, Thành phố Hà Nội"
1253,Đan Phượng,dan-phuong,xa,Xã Đan Phượng,09823,273,"Đan Phượng, Đan Phượng, Hà Nội","Xã Đan Phượng, Huyện Đan Phượng, Thành phố Hà Nội"
1254,Phương Đình,phuong-dinh,xa,Xã Phương Đình,09811,273,"Phương Đình, Đan Phượng, Hà Nội","Xã Phương Đình, Huyện Đan Phượng, Thành phố Hà Nội"
1255,Liên Hồng,lien-hong,xa,Xã Liên Hồng,09799,273,"Liên Hồng, Đan Phượng, Hà Nội","Xã Liên Hồng, Huyện Đan Phượng, Thành phố Hà Nội"
1256,Trung Châu,trung-chau,xa,Xã Trung Châu,09787,273,"Trung Châu, Đan Phượng, Hà Nội","Xã Trung Châu, Huyện Đan Phượng, Thành phố Hà Nội"
1257,Tân Lập,tan-lap,xa,Xã Tân Lập,09820,273,"Tân Lập, Đan Phượng, Hà Nội","Xã Tân Lập, Huyện Đan Phượng, Thành phố Hà Nội"
1258,Hồng Hà,hong-ha,xa,Xã Hồng Hà,09796,273,"Hồng Hà, Đan Phượng, Hà Nội","Xã Hồng Hà, Huyện Đan Phượng, Thành phố Hà Nội"
1259,Phùng,phung,thi-tran,Thị trấn Phùng,09784,273,"Phùng, Đan Phượng, Hà Nội","Thị trấn Phùng, Huyện Đan Phượng, Thành phố Hà Nội"
1260,Thọ Xuân,tho-xuan,xa,Xã Thọ Xuân,09793,273,"Thọ Xuân, Đan Phượng, Hà Nội","Xã Thọ Xuân, Huyện Đan Phượng, Thành phố Hà Nội"
1261,Thọ An,tho-an,xa,Xã Thọ An,09790,273,"Thọ An, Đan Phượng, Hà Nội","Xã Thọ An, Huyện Đan Phượng, Thành phố Hà Nội"
1262,Hoài Đức,hoai-duc,huyen,Huyện Hoài Đức,274,01,"Hoài Đức, Hà Nội","Huyện Hoài Đức, Thành phố Hà Nội"
1263,Minh Khai,minh-khai,xa,Xã Minh Khai,09838,274,"Minh Khai, Hoài Đức, Hà Nội","Xã Minh Khai, Huyện Hoài Đức, Thành phố Hà Nội"
1264,Sơn Đồng,son-dong,xa,Xã Sơn Đồng,09859,274,"Sơn Đồng, Hoài Đức, Hà Nội","Xã Sơn Đồng, Huyện Hoài Đức, Thành phố Hà Nội"
1265,Đức Giang,duc-giang,xa,Xã Đức Giang,09847,274,"Đức Giang, Hoài Đức, Hà Nội","Xã Đức Giang, Huyện Hoài Đức, Thành phố Hà Nội"
1266,Đức Thượng,duc-thuong,xa,Xã Đức Thượng,09835,274,"Đức Thượng, Hoài Đức, Hà Nội","Xã Đức Thượng, Huyện Hoài Đức, Thành phố Hà Nội"
1267,Lại Yên,lai-yen,xa,Xã Lại Yên,09868,274,"Lại Yên, Hoài Đức, Hà Nội","Xã Lại Yên, Huyện Hoài Đức, Thành phố Hà Nội"
1268,Yên Sở,yen-so,xa,Xã Yên Sở,09856,274,"Yên Sở, Hoài Đức, Hà Nội","Xã Yên Sở, Huyện Hoài Đức, Thành phố Hà Nội"
1269,La Phù,la-phu,xa,Xã La Phù,09889,274,"La Phù, Hoài Đức, Hà Nội","Xã La Phù, Huyện Hoài Đức, Thành phố Hà Nội"
1270,Di Trạch,di-trach,xa,Xã Di Trạch,09844,274,"Di Trạch, Hoài Đức, Hà Nội","Xã Di Trạch, Huyện Hoài Đức, Thành phố Hà Nội"
1271,An Khánh,an-khanh,xa,Xã An Khánh,09877,274,"An Khánh, Hoài Đức, Hà Nội","Xã An Khánh, Huyện Hoài Đức, Thành phố Hà Nội"
1272,Trạm Trôi,tram-troi,thi-tran,Thị trấn Trạm Trôi,09832,274,"Trạm Trôi, Hoài Đức, Hà Nội","Thị trấn Trạm Trôi, Huyện Hoài Đức, Thành phố Hà Nội"
1273,Đắc Sở,dac-so,xa,Xã Đắc Sở,09865,274,"Đắc Sở, Hoài Đức, Hà Nội","Xã Đắc Sở, Huyện Hoài Đức, Thành phố Hà Nội"
1274,Kim Chung,kim-chung,xa,Xã Kim Chung,09853,274,"Kim Chung, Hoài Đức, Hà Nội","Xã Kim Chung, Huyện Hoài Đức, Thành phố Hà Nội"
1275,Dương Liễu,duong-lieu,xa,Xã Dương Liễu,09841,274,"Dương Liễu, Hoài Đức, Hà Nội","Xã Dương Liễu, Huyện Hoài Đức, Thành phố Hà Nội"
1276,Song Phương,song-phuong,xa,Xã Song Phương,09874,274,"Song Phương, Hoài Đức, Hà Nội","Xã Song Phương, Huyện Hoài Đức, Thành phố Hà Nội"
1277,Vân Canh,van-canh,xa,Xã Vân Canh,09862,274,"Vân Canh, Hoài Đức, Hà Nội","Xã Vân Canh, Huyện Hoài Đức, Thành phố Hà Nội"
1278,Cát Quế,cat-que,xa,Xã Cát Quế,09850,274,"Cát Quế, Hoài Đức, Hà Nội","Xã Cát Quế, Huyện Hoài Đức, Thành phố Hà Nội"
1279,Vân Côn,van-con,xa,Xã Vân Côn,09883,274,"Vân Côn, Hoài Đức, Hà Nội","Xã Vân Côn, Huyện Hoài Đức, Thành phố Hà Nội"
